WBGeneID,promoter_status,intestine_expression,elt2_ko,stage
WBGene00001470,not_bound,not_enriched,independent,L1
WBGene00015036,not_bound,not_enriched,NA,L1
WBGene00016779,not_bound,not_enriched,NA,L1
WBGene00015765,not_bound,not_enriched,NA,L1
WBGene00007785,bound,not_enriched,independent,L1
WBGene00012198,bound,not_enriched,independent,L1
WBGene00022243,not_bound,not_enriched,NA,L1
WBGene00019138,not_bound,not_enriched,NA,L1
WBGene00017066,not_bound,not_enriched,independent,L1
WBGene00011238,not_bound,not_enriched,NA,L1
WBGene00018569,not_bound,not_enriched,independent,L1
WBGene00005061,not_bound,not_enriched,NA,L1
WBGene00002206,not_bound,not_enriched,NA,L1
WBGene00017985,not_bound,not_enriched,NA,L1
WBGene00013214,not_bound,not_enriched,repressed,L1
WBGene00011931,not_bound,not_enriched,independent,L1
WBGene00020390,bound,not_enriched,independent,L1
WBGene00003224,not_bound,not_enriched,independent,L1
WBGene00010185,not_bound,not_enriched,NA,L1
WBGene00001734,not_bound,not_enriched,NA,L1
WBGene00001110,not_bound,not_enriched,NA,L1
WBGene00017174,not_bound,not_enriched,NA,L1
WBGene00013531,bound,not_enriched,independent,L1
WBGene00008124,not_bound,not_enriched,NA,L1
WBGene00013182,not_bound,not_enriched,NA,L1
WBGene00016299,not_bound,not_enriched,NA,L1
WBGene00015718,not_bound,not_enriched,independent,L1
WBGene00016247,not_bound,not_enriched,NA,L1
WBGene00022385,not_bound,not_enriched,NA,L1
WBGene00005560,not_bound,not_enriched,NA,L1
WBGene00009356,not_bound,not_enriched,NA,L1
WBGene00021012,not_bound,not_enriched,independent,L1
WBGene00011447,not_bound,not_enriched,independent,L1
WBGene00235335,not_bound,not_enriched,NA,L1
WBGene00219315,not_bound,not_enriched,NA,L1
WBGene00017695,not_bound,not_enriched,NA,L1
WBGene00044499,not_bound,not_enriched,NA,L1
WBGene00012268,not_bound,not_enriched,NA,L1
WBGene00019921,not_bound,not_enriched,NA,L1
WBGene00021383,not_bound,not_enriched,NA,L1
WBGene00020127,not_bound,not_enriched,NA,L1
WBGene00001049,not_bound,not_enriched,NA,L1
WBGene00003916,not_bound,not_enriched,independent,L1
WBGene00020537,not_bound,not_enriched,NA,L1
WBGene00004737,bound,not_enriched,repressed,L1
WBGene00016836,not_bound,not_enriched,independent,L1
WBGene00017450,not_bound,not_enriched,NA,L1
WBGene00016414,not_bound,not_enriched,NA,L1
WBGene00010030,not_bound,not_enriched,NA,L1
WBGene00006618,not_bound,not_enriched,NA,L1
WBGene00019255,not_bound,not_enriched,NA,L1
WBGene00023517,not_bound,not_enriched,NA,L1
WBGene00020014,not_bound,not_enriched,NA,L1
WBGene00007518,not_bound,not_enriched,NA,L1
WBGene00013505,not_bound,not_enriched,NA,L1
WBGene00000866,not_bound,not_enriched,NA,L1
WBGene00003421,not_bound,not_enriched,repressed,L1
WBGene00005038,not_bound,not_enriched,NA,L1
WBGene00007297,not_bound,not_enriched,independent,L1
WBGene00019786,not_bound,not_enriched,independent,L1
WBGene00020419,not_bound,not_enriched,NA,L1
WBGene00005147,not_bound,not_enriched,NA,L1
WBGene00013868,not_bound,not_enriched,NA,L1
WBGene00016791,not_bound,not_enriched,independent,L1
WBGene00016562,not_bound,not_enriched,independent,L1
WBGene00017461,not_bound,not_enriched,repressed,L1
WBGene00015332,not_bound,not_enriched,independent,L1
WBGene00005529,not_bound,not_enriched,NA,L1
WBGene00013126,not_bound,not_enriched,NA,L1
WBGene00001182,not_bound,not_enriched,independent,L1
WBGene00003629,not_bound,not_enriched,NA,L1
WBGene00011620,not_bound,not_enriched,NA,L1
WBGene00017397,not_bound,not_enriched,independent,L1
WBGene00005267,not_bound,not_enriched,NA,L1
WBGene00017229,not_bound,not_enriched,NA,L1
WBGene00016121,bound,not_enriched,independent,L1
WBGene00044213,not_bound,not_enriched,repressed,L1
WBGene00018094,not_bound,not_enriched,NA,L1
WBGene00003884,not_bound,not_enriched,independent,L1
WBGene00011088,not_bound,not_enriched,NA,L1
WBGene00012567,not_bound,not_enriched,NA,L1
WBGene00018603,not_bound,not_enriched,NA,L1
WBGene00008863,not_bound,not_enriched,NA,L1
WBGene00194653,not_bound,not_enriched,NA,L1
WBGene00007472,not_bound,not_enriched,NA,L1
WBGene00001869,not_bound,not_enriched,independent,L1
WBGene00007641,not_bound,not_enriched,NA,L1
WBGene00020157,not_bound,not_enriched,NA,L1
WBGene00005234,not_bound,not_enriched,NA,L1
WBGene00013476,not_bound,not_enriched,NA,L1
WBGene00021174,not_bound,not_enriched,NA,L1
WBGene00002017,not_bound,not_enriched,NA,L1
WBGene00015557,not_bound,not_enriched,repressed,L1
WBGene00018050,not_bound,not_enriched,NA,L1
WBGene00044210,not_bound,not_enriched,NA,L1
WBGene00022221,not_bound,not_enriched,NA,L1
WBGene00015977,not_bound,not_enriched,NA,L1
WBGene00001044,not_bound,not_enriched,repressed,L1
WBGene00016840,not_bound,not_enriched,independent,L1
WBGene00015003,not_bound,not_enriched,NA,L1
WBGene00019842,not_bound,not_enriched,independent,L1
WBGene00007956,not_bound,not_enriched,independent,L1
WBGene00021708,not_bound,not_enriched,NA,L1
WBGene00017551,not_bound,not_enriched,NA,L1
WBGene00005096,not_bound,not_enriched,NA,L1
WBGene00000861,not_bound,not_enriched,NA,L1
WBGene00005335,not_bound,not_enriched,NA,L1
WBGene00010855,not_bound,not_enriched,NA,L1
WBGene00019436,not_bound,not_enriched,independent,L1
WBGene00017224,not_bound,not_enriched,NA,L1
WBGene00011434,not_bound,not_enriched,independent,L1
WBGene00018995,not_bound,not_enriched,independent,L1
WBGene00010991,not_bound,not_enriched,NA,L1
WBGene00021798,not_bound,not_enriched,NA,L1
WBGene00022479,not_bound,not_enriched,NA,L1
WBGene00009630,not_bound,not_enriched,NA,L1
WBGene00013882,not_bound,not_enriched,activated,L1
WBGene00012650,not_bound,not_enriched,independent,L1
WBGene00009184,not_bound,not_enriched,NA,L1
WBGene00018256,not_bound,not_enriched,NA,L1
WBGene00000712,not_bound,not_enriched,NA,L1
WBGene00009827,bound,not_enriched,NA,L1
WBGene00010692,not_bound,not_enriched,NA,L1
WBGene00021755,not_bound,not_enriched,NA,L1
WBGene00022589,not_bound,not_enriched,NA,L1
WBGene00013223,not_bound,not_enriched,independent,L1
WBGene00004026,not_bound,not_enriched,NA,L1
WBGene00044087,not_bound,not_enriched,NA,L1
WBGene00016486,not_bound,not_enriched,NA,L1
WBGene00011788,not_bound,not_enriched,independent,L1
WBGene00009678,not_bound,not_enriched,NA,L1
WBGene00005055,not_bound,not_enriched,NA,L1
WBGene00014236,not_bound,not_enriched,NA,L1
WBGene00022323,not_bound,not_enriched,NA,L1
WBGene00001570,not_bound,not_enriched,independent,L1
WBGene00013055,not_bound,not_enriched,NA,L1
WBGene00013515,not_bound,not_enriched,NA,L1
WBGene00255714,not_bound,not_enriched,NA,L1
WBGene00050915,not_bound,not_enriched,NA,L1
WBGene00008464,not_bound,not_enriched,NA,L1
WBGene00022435,not_bound,not_enriched,independent,L1
WBGene00019426,not_bound,not_enriched,NA,L1
WBGene00001934,not_bound,not_enriched,NA,L1
WBGene00006020,not_bound,not_enriched,NA,L1
WBGene00008417,not_bound,not_enriched,repressed,L1
WBGene00010081,not_bound,not_enriched,NA,L1
WBGene00184956,not_bound,not_enriched,NA,L1
WBGene00017743,not_bound,not_enriched,NA,L1
WBGene00021716,not_bound,not_enriched,NA,L1
WBGene00010875,not_bound,not_enriched,independent,L1
WBGene00009311,not_bound,not_enriched,independent,L1
WBGene00009962,not_bound,not_enriched,NA,L1
WBGene00235313,not_bound,not_enriched,NA,L1
WBGene00000537,not_bound,not_enriched,independent,L1
WBGene00004098,not_bound,not_enriched,NA,L1
WBGene00015418,not_bound,not_enriched,independent,L1
WBGene00019365,not_bound,not_enriched,independent,L1
WBGene00018347,not_bound,not_enriched,NA,L1
WBGene00016212,not_bound,not_enriched,independent,L1
WBGene00021678,not_bound,not_enriched,NA,L1
WBGene00021446,not_bound,not_enriched,independent,L1
WBGene00021939,not_bound,enriched,independent,L1
WBGene00235289,not_bound,not_enriched,NA,L1
WBGene00014699,not_bound,not_enriched,NA,L1
WBGene00195142,not_bound,not_enriched,NA,L1
WBGene00010129,not_bound,not_enriched,NA,L1
WBGene00017938,bound,not_enriched,independent,L1
WBGene00023501,not_bound,not_enriched,NA,L1
WBGene00009685,not_bound,not_enriched,NA,L1
WBGene00019502,not_bound,not_enriched,NA,L1
WBGene00010796,not_bound,not_enriched,independent,L1
WBGene00015707,not_bound,not_enriched,NA,L1
WBGene00003177,not_bound,not_enriched,independent,L1
WBGene00006259,not_bound,not_enriched,NA,L1
WBGene00011219,not_bound,not_enriched,NA,L1
WBGene00012096,not_bound,not_enriched,NA,L1
WBGene00018964,not_bound,not_enriched,NA,L1
WBGene00194850,not_bound,not_enriched,NA,L1
WBGene00017383,not_bound,not_enriched,NA,L1
WBGene00018805,not_bound,not_enriched,NA,L1
WBGene00007224,not_bound,not_enriched,NA,L1
WBGene00000746,not_bound,not_enriched,NA,L1
WBGene00219436,not_bound,not_enriched,NA,L1
WBGene00044725,not_bound,not_enriched,NA,L1
WBGene00018442,not_bound,not_enriched,NA,L1
WBGene00021099,not_bound,not_enriched,NA,L1
WBGene00010205,not_bound,not_enriched,NA,L1
WBGene00005097,not_bound,not_enriched,NA,L1
WBGene00001942,not_bound,not_enriched,NA,L1
WBGene00005300,not_bound,not_enriched,NA,L1
WBGene00189987,not_bound,not_enriched,NA,L1
WBGene00017073,not_bound,not_enriched,NA,L1
WBGene00001885,not_bound,not_enriched,NA,L1
WBGene00018037,not_bound,not_enriched,NA,L1
WBGene00001985,not_bound,not_enriched,NA,L1
WBGene00001689,not_bound,not_enriched,NA,L1
WBGene00001557,not_bound,not_enriched,NA,L1
WBGene00021795,not_bound,not_enriched,NA,L1
WBGene00015294,not_bound,not_enriched,independent,L1
WBGene00013175,not_bound,not_enriched,NA,L1
WBGene00013466,not_bound,not_enriched,NA,L1
WBGene00004297,bound,not_enriched,NA,L1
WBGene00020266,not_bound,not_enriched,NA,L1
WBGene00020618,not_bound,not_enriched,NA,L1
WBGene00020098,not_bound,not_enriched,repressed,L1
WBGene00015098,not_bound,not_enriched,NA,L1
WBGene00008789,not_bound,not_enriched,NA,L1
WBGene00008176,not_bound,not_enriched,NA,L1
WBGene00001679,not_bound,not_enriched,independent,L1
WBGene00005909,not_bound,not_enriched,NA,L1
WBGene00007204,not_bound,not_enriched,NA,L1
WBGene00001738,not_bound,not_enriched,NA,L1
WBGene00009615,not_bound,not_enriched,NA,L1
WBGene00014924,not_bound,not_enriched,NA,L1
WBGene00011371,not_bound,not_enriched,independent,L1
WBGene00016306,not_bound,not_enriched,NA,L1
WBGene00002013,not_bound,not_enriched,NA,L1
WBGene00018103,not_bound,not_enriched,NA,L1
WBGene00010242,not_bound,not_enriched,independent,L1
WBGene00018601,not_bound,not_enriched,NA,L1
WBGene00008717,not_bound,not_enriched,NA,L1
WBGene00044528,not_bound,not_enriched,NA,L1
WBGene00009579,not_bound,not_enriched,NA,L1
WBGene00018242,not_bound,not_enriched,NA,L1
WBGene00008031,not_bound,not_enriched,independent,L1
WBGene00017207,not_bound,not_enriched,NA,L1
WBGene00021076,not_bound,not_enriched,NA,L1
WBGene00002034,not_bound,not_enriched,repressed,L1
WBGene00007273,not_bound,not_enriched,NA,L1
WBGene00001704,not_bound,not_enriched,NA,L1
WBGene00019923,bound,not_enriched,NA,L1
WBGene00077592,not_bound,not_enriched,NA,L1
WBGene00007395,not_bound,not_enriched,independent,L1
WBGene00003983,not_bound,not_enriched,NA,L1
WBGene00019480,not_bound,not_enriched,independent,L1
WBGene00000134,not_bound,not_enriched,NA,L1
WBGene00009541,not_bound,not_enriched,NA,L1
WBGene00022706,not_bound,not_enriched,NA,L1
WBGene00021882,not_bound,not_enriched,independent,L1
WBGene00086562,not_bound,not_enriched,NA,L1
WBGene00018773,not_bound,not_enriched,NA,L1
WBGene00001981,not_bound,not_enriched,NA,L1
WBGene00045272,not_bound,not_enriched,NA,L1
WBGene00013705,not_bound,not_enriched,NA,L1
WBGene00019119,not_bound,not_enriched,NA,L1
WBGene00011949,not_bound,not_enriched,NA,L1
WBGene00013966,bound,not_enriched,independent,L1
WBGene00017255,not_bound,not_enriched,independent,L1
WBGene00019001,not_bound,not_enriched,independent,L1
WBGene00005830,not_bound,not_enriched,NA,L1
WBGene00013655,not_bound,not_enriched,NA,L1
WBGene00011278,not_bound,not_enriched,NA,L1
WBGene00020896,not_bound,not_enriched,repressed,L1
WBGene00011119,bound,not_enriched,independent,L1
WBGene00009830,not_bound,not_enriched,NA,L1
WBGene00003124,bound,not_enriched,independent,L1
WBGene00194702,not_bound,not_enriched,NA,L1
WBGene00001606,not_bound,not_enriched,repressed,L1
WBGene00018901,not_bound,not_enriched,NA,L1
WBGene00001569,not_bound,not_enriched,independent,L1
WBGene00044520,not_bound,not_enriched,NA,L1
WBGene00013823,not_bound,not_enriched,NA,L1
WBGene00001404,bound,not_enriched,independent,L1
WBGene00019080,not_bound,not_enriched,NA,L1
WBGene00009300,not_bound,not_enriched,NA,L1
WBGene00019561,not_bound,not_enriched,NA,L1
WBGene00015229,not_bound,not_enriched,NA,L1
WBGene00017278,not_bound,not_enriched,independent,L1
WBGene00010678,not_bound,not_enriched,NA,L1
WBGene00044264,not_bound,not_enriched,NA,L1
WBGene00018473,not_bound,not_enriched,NA,L1
WBGene00043061,not_bound,not_enriched,NA,L1
WBGene00012032,not_bound,not_enriched,NA,L1
WBGene00016830,not_bound,not_enriched,NA,L1
WBGene00016268,not_bound,not_enriched,NA,L1
WBGene00001701,not_bound,not_enriched,NA,L1
WBGene00014179,not_bound,not_enriched,NA,L1
WBGene00015291,bound,not_enriched,NA,L1
WBGene00007682,not_bound,not_enriched,NA,L1
WBGene00006311,not_bound,not_enriched,repressed,L1
WBGene00010113,not_bound,not_enriched,NA,L1
WBGene00011572,not_bound,not_enriched,NA,L1
WBGene00271803,not_bound,not_enriched,NA,L1
WBGene00019951,not_bound,not_enriched,NA,L1
WBGene00000467,not_bound,not_enriched,NA,L1
WBGene00014128,not_bound,not_enriched,NA,L1
WBGene00017842,not_bound,not_enriched,independent,L1
WBGene00022661,not_bound,not_enriched,NA,L1
WBGene00008271,not_bound,not_enriched,NA,L1
WBGene00044143,not_bound,not_enriched,independent,L1
WBGene00018865,not_bound,not_enriched,independent,L1
WBGene00017774,not_bound,not_enriched,repressed,L1
WBGene00022032,not_bound,not_enriched,NA,L1
WBGene00020948,not_bound,not_enriched,NA,L1
WBGene00044453,not_bound,not_enriched,NA,L1
WBGene00021979,not_bound,not_enriched,NA,L1
WBGene00010059,not_bound,not_enriched,NA,L1
WBGene00009593,not_bound,not_enriched,NA,L1
WBGene00012294,not_bound,not_enriched,NA,L1
WBGene00000660,not_bound,not_enriched,NA,L1
WBGene00011478,not_bound,not_enriched,NA,L1
WBGene00016807,not_bound,not_enriched,NA,L1
WBGene00012181,not_bound,not_enriched,NA,L1
WBGene00015864,not_bound,not_enriched,NA,L1
WBGene00020775,not_bound,not_enriched,NA,L1
WBGene00017696,not_bound,not_enriched,repressed,L1
WBGene00020239,not_bound,not_enriched,NA,L1
WBGene00019300,not_bound,not_enriched,independent,L1
WBGene00000417,not_bound,not_enriched,NA,L1
WBGene00010195,not_bound,not_enriched,NA,L1
WBGene00013443,not_bound,not_enriched,independent,L1
WBGene00001964,not_bound,not_enriched,NA,L1
WBGene00007470,not_bound,not_enriched,NA,L1
WBGene00044258,not_bound,not_enriched,NA,L1
WBGene00019132,not_bound,not_enriched,repressed,L1
WBGene00004900,not_bound,not_enriched,independent,L1
WBGene00006955,not_bound,not_enriched,NA,L1
WBGene00020855,not_bound,not_enriched,NA,L1
WBGene00021537,not_bound,not_enriched,NA,L1
WBGene00016831,not_bound,not_enriched,NA,L1
WBGene00007961,not_bound,not_enriched,NA,L1
WBGene00019999,not_bound,not_enriched,NA,L1
WBGene00001507,not_bound,not_enriched,NA,L1
WBGene00010784,not_bound,not_enriched,NA,L1
WBGene00013815,not_bound,not_enriched,NA,L1
WBGene00021298,not_bound,not_enriched,NA,L1
WBGene00015068,not_bound,not_enriched,NA,L1
WBGene00022766,bound,not_enriched,independent,L1
WBGene00020806,not_bound,not_enriched,independent,L1
WBGene00022799,not_bound,not_enriched,NA,L1
WBGene00012074,not_bound,not_enriched,NA,L1
WBGene00017143,not_bound,not_enriched,NA,L1
WBGene00016509,bound,not_enriched,independent,L1
WBGene00010005,not_bound,not_enriched,NA,L1
WBGene00022172,not_bound,not_enriched,NA,L1
WBGene00010373,not_bound,not_enriched,NA,L1
WBGene00011176,not_bound,not_enriched,NA,L1
WBGene00020433,not_bound,not_enriched,NA,L1
WBGene00002114,not_bound,not_enriched,NA,L1
WBGene00008651,not_bound,not_enriched,NA,L1
WBGene00020743,not_bound,not_enriched,NA,L1
WBGene00010162,not_bound,not_enriched,NA,L1
WBGene00009658,not_bound,not_enriched,NA,L1
WBGene00019312,not_bound,not_enriched,NA,L1
WBGene00006374,not_bound,not_enriched,NA,L1
WBGene00002104,not_bound,not_enriched,NA,L1
WBGene00018511,not_bound,not_enriched,independent,L1
WBGene00017724,not_bound,not_enriched,independent,L1
WBGene00018844,not_bound,not_enriched,NA,L1
WBGene00016334,not_bound,not_enriched,NA,L1
WBGene00004882,not_bound,not_enriched,independent,L1
WBGene00004181,bound,not_enriched,independent,L1
WBGene00013166,not_bound,not_enriched,NA,L1
WBGene00012109,not_bound,not_enriched,NA,L1
WBGene00010592,not_bound,not_enriched,independent,L1
WBGene00021791,not_bound,not_enriched,NA,L1
WBGene00010588,not_bound,not_enriched,NA,L1
WBGene00022697,not_bound,not_enriched,independent,L1
WBGene00194677,not_bound,not_enriched,NA,L1
WBGene00008326,not_bound,not_enriched,NA,L1
WBGene00195168,not_bound,not_enriched,NA,L1
WBGene00010854,not_bound,not_enriched,NA,L1
WBGene00012707,not_bound,not_enriched,NA,L1
WBGene00003936,not_bound,not_enriched,independent,L1
WBGene00007209,not_bound,not_enriched,NA,L1
WBGene00011565,not_bound,not_enriched,NA,L1
WBGene00020744,not_bound,not_enriched,NA,L1
WBGene00001147,not_bound,not_enriched,NA,L1
WBGene00003667,not_bound,not_enriched,NA,L1
WBGene00007290,not_bound,not_enriched,NA,L1
WBGene00010642,not_bound,not_enriched,NA,L1
WBGene00202496,not_bound,not_enriched,NA,L1
WBGene00012279,not_bound,not_enriched,NA,L1
WBGene00004310,bound,not_enriched,independent,L1
WBGene00020471,bound,not_enriched,NA,L1
WBGene00005417,not_bound,not_enriched,NA,L1
WBGene00044529,not_bound,not_enriched,NA,L1
WBGene00008978,not_bound,not_enriched,NA,L1
WBGene00009157,not_bound,not_enriched,independent,L1
WBGene00013208,not_bound,not_enriched,NA,L1
WBGene00022282,not_bound,not_enriched,NA,L1
WBGene00009180,not_bound,not_enriched,independent,L1
WBGene00004230,not_bound,not_enriched,NA,L1
WBGene00005396,not_bound,not_enriched,NA,L1
WBGene00008558,not_bound,not_enriched,NA,L1
WBGene00011324,not_bound,not_enriched,NA,L1
WBGene00016727,not_bound,not_enriched,NA,L1
WBGene00013429,not_bound,not_enriched,NA,L1
WBGene00011471,not_bound,not_enriched,independent,L1
WBGene00005497,not_bound,not_enriched,NA,L1
WBGene00003155,not_bound,not_enriched,independent,L1
WBGene00219209,not_bound,not_enriched,NA,L1
WBGene00019608,not_bound,not_enriched,repressed,L1
WBGene00044205,not_bound,not_enriched,NA,L1
WBGene00019924,bound,not_enriched,independent,L1
WBGene00019140,not_bound,not_enriched,NA,L1
WBGene00000264,bound,not_enriched,NA,L1
WBGene00009188,not_bound,not_enriched,independent,L1
WBGene00021808,bound,not_enriched,independent,L1
WBGene00011960,not_bound,not_enriched,NA,L1
WBGene00019302,not_bound,not_enriched,NA,L1
WBGene00045386,not_bound,not_enriched,independent,L1
WBGene00020073,not_bound,not_enriched,NA,L1
WBGene00005053,not_bound,not_enriched,NA,L1
WBGene00020757,not_bound,not_enriched,repressed,L1
WBGene00001988,not_bound,not_enriched,NA,L1
WBGene00017031,not_bound,not_enriched,independent,L1
WBGene00012254,not_bound,not_enriched,NA,L1
WBGene00015474,not_bound,not_enriched,independent,L1
WBGene00015500,not_bound,not_enriched,NA,L1
WBGene00021763,not_bound,not_enriched,independent,L1
WBGene00002996,not_bound,not_enriched,independent,L1
